17/06/2022 13:38:34:288, robot_pos, 1655469383303, 599.68, -167.03, 324.56, 2.36, 0.03, 3.09, circuit_pos, 599.59, -167.21, 324.59, 2.36, 0.03, 3.09, tool_force, -1.98, -2.12, 16.96, actual_rep, 1, curr_step, 1, track_size, 143, robot_vel, 0.0, joints_pos, -5.26, 42.39, -17.0, -77.05, 15.34, 59.8, 19.53, tool_torque, 0.755, -0.981, 0.332, joint_torque, -1.81, 10.08, -0.99, -5.16, -0.96, -0.81, 0.3, robot_mode, normal, 
17/06/2022 13:38:34:461, robot_pos, 1655469383434, 599.44, -167.44, 321.37, 2.36, 0.03, 3.09, circuit_pos, 599.59, -167.21, 324.59, 2.36, 0.03, 3.09, tool_force, -2.56, -1.43, 17.15, actual_rep, 1, curr_step, 1, track_size, 143, robot_vel, 0.0, joints_pos, -5.26, 42.58, -17.0, -77.24, 15.34, 59.32, 19.53, tool_torque, 0.71, -0.848, 0.329, joint_torque, -1.26, 9.98, -0.43, -5.19, -0.81, -0.65, 0.31, robot_mode, normal, 
17/06/2022 13:38:34:570, robot_pos, 1655469383585, 599.89, -167.44, 321.5, 2.36, 0.03, 3.09, circuit_pos, 599.67, -167.41, 324.98, 2.36, 0.03, 3.09, tool_force, -1.49, -0.5, -3.89, actual_rep, 1, curr_step, 2, track_size, 143, robot_vel, 1.96, joints_pos, -5.27, 42.63, -17.01, -77.15, 15.34, 59.4, 19.53, tool_torque, -0.666, -0.952, 0.367, joint_torque, -0.84, -3.52, -1.09, 2.6, 0.46, -1.23, 0.32, robot_mode, normal, 
17/06/2022 13:38:34:697, robot_pos, 1655469383738, 599.96, -167.67, 322.01, 2.36, 0.03, 3.09, circuit_pos, 600.85, -167.7, 328.62, 2.37, 0.04, 3.1, tool_force, -1.65, -0.03, -3.18, actual_rep, 1, curr_step, 4, track_size, 143, robot_vel, 5.06, joints_pos, -5.28, 42.59, -17.0, -77.1, 15.24, 59.41, 19.52, tool_torque, -0.657, -0.973, 0.456, joint_torque, -0.74, -3.35, -0.93, 2.54, 0.54, -1.27, 0.43, robot_mode, normal, 
17/06/2022 13:38:34:871, robot_pos, 1655469383888, 600.93, -168.04, 326.05, 2.37, 0.04, 3.1, circuit_pos, 601.99, -167.58, 335.63, 2.38, 0.05, 3.11, tool_force, -3.09, -1.23, -2.42, actual_rep, 1, curr_step, 6, track_size, 143, robot_vel, 38.16, joints_pos, -5.15, 42.41, -17.0, -76.73, 14.19, 59.77, 19.85, tool_torque, -1.116, -0.87, 0.27, joint_torque, -1.78, -3.2, -1.28, 2.61, 0.52, -1.51, 0.28, robot_mode, normal, 
17/06/2022 13:38:35:020, robot_pos, 1655469384040, 602.06, -168.06, 331.39, 2.38, 0.05, 3.11, circuit_pos, 604.29, -166.68, 347.89, 2.39, 0.07, -3.13, tool_force, -2.99, -1.23, -1.78, actual_rep, 1, curr_step, 9, track_size, 143, robot_vel, 33.53, joints_pos, -5.02, 42.17, -17.0, -76.25, 13.25, 60.34, 20.07, tool_torque, -1.122, -1.023, 0.306, joint_torque, -1.7, -2.68, -1.21, 2.52, 0.52, -1.68, 0.33, robot_mode, normal, 
17/06/2022 13:38:35:134, robot_pos, 1655469384189, 603.08, -167.75, 337.27, 2.38, 0.06, 3.13, circuit_pos, 605.71, -164.8, 355.32, 2.4, 0.08, -3.1, tool_force, -3.08, -2.13, -1.49, actual_rep, 1, curr_step, 11, track_size, 143, robot_vel, 40.31, joints_pos, -4.74, 41.87, -17.0, -75.84, 11.65, 60.78, 20.91, tool_torque, -1.198, -1.016, 0.202, joint_torque, -2.06, -2.61, -1.41, 2.27, 0.39, -1.63, 0.24, robot_mode, normal, 
17/06/2022 13:38:35:292, robot_pos, 1655469384340, 604.08, -166.78, 343.16, 2.39, 0.07, -3.13, circuit_pos, 607.17, -161.73, 364.27, 2.4, 0.09, -3.07, tool_force, -4.13, -2.07, -0.85, actual_rep, 1, curr_step, 13, track_size, 143, robot_vel, 39.35, joints_pos, -4.41, 41.6, -17.0, -75.35, 10.04, 61.44, 21.76, tool_torque, -1.202, -0.957, 0.228, joint_torque, -2.43, -2.28, -1.59, 2.38, 0.33, -1.72, 0.27, robot_mode, normal, 
17/06/2022 13:38:35:434, robot_pos, 1655469384487, 605.15, -165.44, 348.66, 2.39, 0.08, -3.11, circuit_pos, 607.17, -161.73, 364.27, 2.4, 0.09, -3.07, tool_force, -3.56, -1.46, -0.55, actual_rep, 1, curr_step, 13, track_size, 143, robot_vel, 45.87, joints_pos, -4.06, 41.36, -17.0, -74.91, 8.5, 62.07, 22.68, tool_torque, -1.176, -1.054, 0.266, joint_torque, -2.38, -2.51, -1.64, 2.4, 0.3, -1.76, 0.31, robot_mode, normal, 
17/06/2022 13:38:35:595, robot_pos, 1655469384641, 606.21, -164.07, 354.63, 2.39, 0.09, -3.09, circuit_pos, 607.17, -161.73, 364.27, 2.4, 0.09, -3.07, tool_force, -3.67, -1.58, -0.28, actual_rep, 1, curr_step, 13, track_size, 143, robot_vel, 41.68, joints_pos, -3.68, 41.11, -17.0, -74.41, 6.89, 62.79, 23.57, tool_torque, -1.13, -1.027, 0.299, joint_torque, -2.68, -2.1, -1.8, 2.21, 0.21, -1.77, 0.35, robot_mode, normal, 
17/06/2022 13:38:35:738, robot_pos, 1655469384788, 607.14, -162.74, 360.12, 2.4, 0.09, -3.07, circuit_pos, 608.07, -159.76, 369.0, 2.4, 0.09, -3.05, tool_force, -3.53, -0.95, -0.23, actual_rep, 1, curr_step, 14, track_size, 143, robot_vel, 41.03, joints_pos, -3.36, 40.91, -17.0, -73.91, 5.5, 63.57, 24.35, tool_torque, -0.997, -1.102, 0.348, joint_torque, -1.78, -2.03, -1.33, 2.33, 0.24, -1.78, 0.37, robot_mode, normal, 
17/06/2022 13:38:35:892, robot_pos, 1655469384939, 607.83, -161.45, 363.63, 2.4, 0.09, -3.06, circuit_pos, 608.07, -159.76, 369.0, 2.4, 0.09, -3.05, tool_force, -4.11, -1.95, -0.38, actual_rep, 1, curr_step, 14, track_size, 143, robot_vel, 28.62, joints_pos, -3.15, 40.88, -17.0, -73.44, 4.74, 64.45, 24.88, tool_torque, -1.138, -1.046, 0.342, joint_torque, -2.39, -2.06, -1.57, 2.22, 0.22, -1.77, 0.38, robot_mode, normal, 
17/06/2022 13:38:36:040, robot_pos, 1655469385087, 608.8, -159.84, 366.87, 2.4, 0.1, -3.04, circuit_pos, 609.05, -157.6, 373.96, 2.4, 0.1, -3.03, tool_force, -4.24, -1.93, 0.21, actual_rep, 1, curr_step, 15, track_size, 143, robot_vel, 34.54, joints_pos, -2.89, 40.84, -17.0, -73.01, 3.9, 65.11, 25.54, tool_torque, -0.981, -1.064, 0.371, joint_torque, -2.32, -1.56, -1.52, 1.99, 0.15, -1.74, 0.39, robot_mode, normal, 
17/06/2022 13:38:36:192, robot_pos, 1655469385238, 609.34, -158.29, 370.44, 2.4, 0.1, -3.03, circuit_pos, 610.7, -153.31, 382.76, 2.4, 0.11, -3.0, tool_force, -4.39, -2.47, 0.2, actual_rep, 1, curr_step, 17, track_size, 143, robot_vel, 27.83, joints_pos, -2.54, 40.67, -17.0, -72.8, 2.68, 65.45, 26.42, tool_torque, -1.052, -1.048, 0.38, joint_torque, -2.94, -1.75, -1.96, 2.06, 0.04, -1.77, 0.42, robot_mode, normal, 
17/06/2022 13:38:36:368, robot_pos, 1655469385410, 610.3, -155.78, 376.51, 2.4, 0.11, -3.01, circuit_pos, 610.7, -153.31, 382.76, 2.4, 0.11, -3.0, tool_force, -3.79, -3.17, -0.14, actual_rep, 1, curr_step, 17, track_size, 143, robot_vel, 33.04, joints_pos, -2.08, 40.45, -17.0, -72.25, 1.18, 66.41, 27.49, tool_torque, -1.093, -1.155, 0.383, joint_torque, -2.79, -2.29, -1.89, 2.25, 0.01, -1.79, 0.42, robot_mode, normal, 
