12/01/2023 13:56:14:713, robot_pos, 1673531513645, 613.87, -94.18, 298.82, 2.34, 0.01, 3.1, circuit_pos, 614.3, -90.51, 297.41, 2.34, 0.0, 3.1, tool_force, -0.77, 1.21, 9.03, actual_rep, 1, curr_step, 1, track_size, 72, robot_vel, 0.0, joints_pos, 1.64, 44.4, -17.0, -77.78, 15.84, 58.21, 27.14, tool_torque, 0.229, 0.051, -0.118, joint_torque, 0.69, 5.63, 0.87, -2.6, 0.01, 0.02, -0.21, robot_mode, normal, 
12/01/2023 13:56:14:735, robot_pos, 1673531513645, 613.87, -94.18, 298.82, 2.34, 0.01, 3.1, circuit_pos, 614.3, -90.51, 297.41, 2.34, 0.0, 3.1, tool_force, -0.77, 1.21, 9.03, actual_rep, 1, curr_step, 1, track_size, 72, robot_vel, 0.0, joints_pos, 1.64, 44.4, -17.0, -77.78, 15.84, 58.21, 27.14, tool_torque, 0.229, 0.051, -0.118, joint_torque, 0.69, 5.63, 0.87, -2.6, 0.01, 0.02, -0.21, robot_mode, normal, 
12/01/2023 13:56:14:753, robot_pos, 1673531513645, 613.87, -94.18, 298.82, 2.34, 0.01, 3.1, circuit_pos, 614.3, -90.51, 297.41, 2.34, 0.0, 3.1, tool_force, -0.77, 1.21, 9.03, actual_rep, 1, curr_step, 1, track_size, 72, robot_vel, 0.0, joints_pos, 1.64, 44.4, -17.0, -77.78, 15.84, 58.21, 27.14, tool_torque, 0.229, 0.051, -0.118, joint_torque, 0.69, 5.63, 0.87, -2.6, 0.01, 0.02, -0.21, robot_mode, normal, 
12/01/2023 13:56:14:834, robot_pos, 1673531513783, 613.87, -94.16, 297.61, 2.34, 0.01, 3.1, circuit_pos, 614.3, -90.51, 297.41, 2.34, 0.0, 3.1, tool_force, -0.53, 1.78, -10.19, actual_rep, 1, curr_step, 1, track_size, 72, robot_vel, 5.28, joints_pos, 1.64, 44.52, -17.0, -77.78, 15.84, 58.17, 27.14, tool_torque, -1.189, 0.012, -0.048, joint_torque, 0.63, -7.78, -0.05, 4.92, 1.17, -0.67, -0.13, robot_mode, normal, 
12/01/2023 13:56:14:855, robot_pos, 1673531513783, 613.87, -94.16, 297.61, 2.34, 0.01, 3.1, circuit_pos, 614.3, -90.51, 297.41, 2.34, 0.0, 3.1, tool_force, -0.53, 1.78, -10.19, actual_rep, 1, curr_step, 1, track_size, 72, robot_vel, 5.28, joints_pos, 1.64, 44.52, -17.0, -77.78, 15.84, 58.17, 27.14, tool_torque, -1.189, 0.012, -0.048, joint_torque, 0.63, -7.78, -0.05, 4.92, 1.17, -0.67, -0.13, robot_mode, normal, 
12/01/2023 13:56:14:995, robot_pos, 1673531513934, 614.66, -90.07, 295.89, 2.34, 0.0, 3.1, circuit_pos, 615.03, -85.14, 296.67, 2.36, 0.0, 3.09, tool_force, 1.35, 1.48, -10.33, actual_rep, 1, curr_step, 2, track_size, 72, robot_vel, 5.28, joints_pos, 1.81, 44.73, -16.8, -77.64, 16.19, 58.41, 27.16, tool_torque, -1.294, -0.415, -0.063, joint_torque, 0.92, -7.42, 0.14, 4.61, 1.1, -0.91, -0.11, robot_mode, normal, 
12/01/2023 13:56:15:015, robot_pos, 1673531513934, 614.66, -90.07, 295.89, 2.34, 0.0, 3.1, circuit_pos, 615.03, -85.14, 296.67, 2.36, 0.0, 3.09, tool_force, 1.35, 1.48, -10.33, actual_rep, 1, curr_step, 2, track_size, 72, robot_vel, 5.28, joints_pos, 1.81, 44.73, -16.8, -77.64, 16.19, 58.41, 27.16, tool_torque, -1.294, -0.415, -0.063, joint_torque, 0.92, -7.42, 0.14, 4.61, 1.1, -0.91, -0.11, robot_mode, normal, 
12/01/2023 13:56:15:135, robot_pos, 1673531514083, 615.69, -84.93, 295.45, 2.36, 0.0, 3.09, circuit_pos, 616.23, -78.75, 296.86, 2.37, 0.0, 3.09, tool_force, -1.52, 1.74, -10.4, actual_rep, 1, curr_step, 3, track_size, 72, robot_vel, 41.37, joints_pos, 2.12, 44.75, -16.61, -77.64, 16.36, 58.32, 26.58, tool_torque, -1.086, 0.02, 0.175, joint_torque, 0.5, -7.28, 0.13, 4.99, 1.16, -0.76, 0.15, robot_mode, normal, 
12/01/2023 13:56:15:154, robot_pos, 1673531514083, 615.69, -84.93, 295.45, 2.36, 0.0, 3.09, circuit_pos, 616.23, -78.75, 296.86, 2.37, 0.0, 3.09, tool_force, -1.52, 1.74, -10.4, actual_rep, 1, curr_step, 3, track_size, 72, robot_vel, 41.37, joints_pos, 2.12, 44.75, -16.61, -77.64, 16.36, 58.32, 26.58, tool_torque, -1.086, 0.02, 0.175, joint_torque, 0.5, -7.28, 0.13, 4.99, 1.16, -0.76, 0.15, robot_mode, normal, 
12/01/2023 13:56:15:276, robot_pos, 1673531514232, 616.51, -79.08, 295.52, 2.37, 0.0, 3.09, circuit_pos, 617.78, -71.85, 297.69, 2.37, -0.01, 3.09, tool_force, -1.32, 1.5, -10.2, actual_rep, 1, curr_step, 4, track_size, 72, robot_vel, 38.54, joints_pos, 2.57, 44.74, -16.52, -77.62, 16.51, 58.37, 26.67, tool_torque, -1.292, 0.023, 0.0040, joint_torque, -0.01, -7.12, -0.17, 4.66, 1.08, -0.83, -0.01, robot_mode, normal, 
