15/06/2022 15:44:23:280, robot_pos, 1655304134450, 599.64, -167.02, 324.51, 2.36, 0.03, 3.09, circuit_pos, 599.59, -167.21, 324.59, 2.36, 0.03, 3.09, tool_force, -2.09, 1.65, -7.99, actual_rep, 1, curr_step, 1, track_size, 143, robot_vel, 3.69, joints_pos, -17.63, 41.35, 2.71, -77.06, -0.05, 58.7, 29.12, tool_torque, -1.1, -0.555, 0.07, joint_torque, 0.05, -6.04, 0.61, 4.61, 0.68, -1.35, 0.06, robot_mode, normal, 
15/06/2022 15:44:23:787, robot_pos, 1655304135041, 600.22, -167.43, 326.89, 2.36, 0.03, 3.09, circuit_pos, 600.85, -167.7, 328.62, 2.37, 0.04, 3.1, tool_force, -1.29, 1.68, -7.67, actual_rep, 1, curr_step, 4, track_size, 143, robot_vel, 2.8, joints_pos, -17.66, 41.2, 2.72, -76.94, -0.08, 58.7, 28.96, tool_torque, -0.91, -0.839, 0.242, joint_torque, 0.4, -6.13, 0.6, 4.56, 0.66, -1.44, 0.22, robot_mode, normal, 
15/06/2022 15:44:23:854, robot_pos, 1655304135189, 601.16, -167.61, 331.57, 2.37, 0.04, 3.1, circuit_pos, 602.73, -167.48, 339.73, 2.38, 0.05, 3.12, tool_force, -1.17, 0.54, -6.38, actual_rep, 1, curr_step, 7, track_size, 143, robot_vel, 27.15, joints_pos, -17.45, 40.98, 2.69, -76.52, -1.05, 59.34, 29.22, tool_torque, -1.57, -0.83, -0.125, joint_torque, -0.27, -6.38, 0.64, 4.31, 0.68, -1.54, -0.11, robot_mode, normal, 
15/06/2022 15:44:23:996, robot_pos, 1655304135344, 602.2, -167.74, 337.27, 2.38, 0.05, 3.11, circuit_pos, 604.29, -166.68, 347.89, 2.39, 0.07, -3.13, tool_force, -2.67, 1.15, -6.5, actual_rep, 1, curr_step, 9, track_size, 143, robot_vel, 36.31, joints_pos, -17.3, 40.72, 2.69, -76.05, -1.8, 60.02, 29.28, tool_torque, -1.47, -0.588, -0.052, joint_torque, -0.15, -5.37, 0.72, 4.37, 0.76, -1.56, -0.05, robot_mode, normal, 
15/06/2022 15:44:24:133, robot_pos, 1655304135494, 603.22, -166.93, 343.17, 2.38, 0.06, 3.13, circuit_pos, 606.45, -163.34, 359.53, 2.4, 0.08, -3.09, tool_force, -2.03, 0.6, -7.15, actual_rep, 1, curr_step, 12, track_size, 143, robot_vel, 42.64, joints_pos, -16.96, 40.43, 2.71, -75.62, -3.22, 60.74, 30.0, tool_torque, -1.559, -0.671, -0.098, joint_torque, -0.15, -6.02, 0.69, 4.62, 0.75, -1.63, -0.09, robot_mode, normal, 
15/06/2022 15:44:24:326, robot_pos, 1655304135649, 604.34, -165.97, 348.95, 2.39, 0.07, -3.13, circuit_pos, 607.17, -161.73, 364.27, 2.4, 0.09, -3.07, tool_force, -2.69, 0.42, -6.46, actual_rep, 1, curr_step, 13, track_size, 143, robot_vel, 35.97, joints_pos, -16.6, 40.2, 2.73, -75.11, -4.64, 61.63, 30.78, tool_torque, -1.542, -0.642, -0.088, joint_torque, -0.11, -5.78, 0.63, 4.67, 0.74, -1.66, -0.1, robot_mode, normal, 
15/06/2022 15:44:24:530, robot_pos, 1655304135800, 605.35, -164.65, 354.76, 2.39, 0.08, -3.11, circuit_pos, 607.17, -161.73, 364.27, 2.4, 0.09, -3.07, tool_force, -2.26, 0.33, -7.18, actual_rep, 1, curr_step, 13, track_size, 143, robot_vel, 40.37, joints_pos, -16.16, 39.95, 2.7, -74.62, -6.08, 62.54, 31.56, tool_torque, -1.6, -0.571, -0.143, joint_torque, -0.28, -5.77, 0.62, 4.54, 0.68, -1.6, -0.12, robot_mode, normal, 
15/06/2022 15:44:24:656, robot_pos, 1655304135955, 606.37, -163.37, 360.71, 2.4, 0.09, -3.09, circuit_pos, 608.07, -159.76, 369.0, 2.4, 0.09, -3.05, tool_force, -2.77, -0.43, -7.47, actual_rep, 1, curr_step, 14, track_size, 143, robot_vel, 38.13, joints_pos, -15.75, 39.72, 2.67, -74.12, -7.42, 63.47, 32.28, tool_torque, -1.615, -0.508, -0.134, joint_torque, -0.37, -5.95, 0.62, 4.59, 0.68, -1.56, -0.11, robot_mode, normal, 
15/06/2022 15:44:24:857, robot_pos, 1655304136107, 607.34, -161.48, 366.62, 2.4, 0.09, -3.07, circuit_pos, 609.05, -157.6, 373.96, 2.4, 0.1, -3.03, tool_force, -3.04, -0.18, -7.53, actual_rep, 1, curr_step, 15, track_size, 143, robot_vel, 46.26, joints_pos, -15.29, 39.57, 2.67, -73.49, -8.73, 64.73, 33.08, tool_torque, -1.585, -0.555, -0.089, joint_torque, -0.28, -6.17, 0.65, 4.93, 0.65, -1.64, -0.06, robot_mode, normal, 
15/06/2022 15:44:24:945, robot_pos, 1655304136261, 608.63, -159.2, 372.43, 2.4, 0.1, -3.05, circuit_pos, 610.7, -153.31, 382.76, 2.4, 0.11, -3.0, tool_force, -3.03, -0.66, -7.66, actual_rep, 1, curr_step, 17, track_size, 143, robot_vel, 46.13, joints_pos, -14.76, 39.41, 2.67, -72.91, -10.27, 65.81, 34.12, tool_torque, -1.608, -0.565, -0.074, joint_torque, -0.24, -6.39, 0.65, 4.82, 0.63, -1.59, -0.06, robot_mode, normal, 
