15/06/2022 16:11:23:371, robot_pos, 1655305753350, 599.67, -167.04, 324.5, 2.36, 0.03, 3.09, circuit_pos, 599.59, -167.21, 324.59, 2.36, 0.03, 3.09, tool_force, -2.3, 1.28, -11.82, actual_rep, 1, curr_step, 1, track_size, 143, robot_vel, 1.5, joints_pos, -5.29, 42.38, -16.95, -77.06, 15.3, 59.79, 19.55, tool_torque, -1.385, 0.177, -0.082, joint_torque, -0.04, -8.08, -0.29, 5.3, 1.26, -0.61, -0.13, robot_mode, normal, 
15/06/2022 16:11:23:509, robot_pos, 1655305753483, 600.08, -166.94, 326.75, 2.36, 0.03, 3.09, circuit_pos, 599.59, -167.21, 324.59, 2.36, 0.03, 3.09, tool_force, -2.22, 1.15, -10.6, actual_rep, 1, curr_step, 1, track_size, 143, robot_vel, 1.5, joints_pos, -5.29, 42.24, -16.95, -76.95, 15.3, 59.99, 19.55, tool_torque, -1.515, -0.26, -0.048, joint_torque, 0.01, -9.05, -0.43, 5.15, 1.2, -0.64, -0.1, robot_mode, normal, 
15/06/2022 16:11:23:642, robot_pos, 1655305753632, 599.74, -167.23, 327.01, 2.36, 0.03, 3.09, circuit_pos, 599.67, -167.41, 324.98, 2.36, 0.03, 3.09, tool_force, -1.2, 0.46, -13.19, actual_rep, 1, curr_step, 2, track_size, 143, robot_vel, 1.62, joints_pos, -5.32, 42.19, -16.95, -76.98, 15.3, 59.93, 19.52, tool_torque, -1.338, 0.043, 0.013, joint_torque, -0.09, -8.2, -0.52, 5.29, 1.19, -0.64, -0.05, robot_mode, normal, 
15/06/2022 16:11:23:789, robot_pos, 1655305753800, 600.04, -167.45, 327.68, 2.36, 0.03, 3.09, circuit_pos, 600.85, -167.7, 328.62, 2.37, 0.04, 3.1, tool_force, -1.64, 1.18, -11.39, actual_rep, 1, curr_step, 4, track_size, 143, robot_vel, 3.92, joints_pos, -5.35, 42.18, -16.96, -76.9, 15.39, 60.01, 19.33, tool_torque, -1.206, -0.155, 0.14, joint_torque, 0.02, -8.16, -0.48, 5.32, 1.21, -0.79, 0.09, robot_mode, normal, 
15/06/2022 16:11:23:984, robot_pos, 1655305753987, 601.3, -167.77, 333.93, 2.37, 0.04, 3.1, circuit_pos, 602.73, -167.48, 339.73, 2.38, 0.05, 3.12, tool_force, -0.71, -0.25, -13.06, actual_rep, 1, curr_step, 7, track_size, 143, robot_vel, 44.93, joints_pos, -5.06, 41.93, -17.16, -76.32, 14.16, 60.71, 19.68, tool_torque, -1.669, -0.053, -0.117, joint_torque, -0.18, -8.84, -0.23, 5.59, 1.27, -0.82, -0.1, robot_mode, normal, 
15/06/2022 16:11:24:134, robot_pos, 1655305754143, 602.37, -167.96, 339.53, 2.38, 0.05, 3.12, circuit_pos, 605.11, -165.8, 351.92, 2.39, 0.07, -3.12, tool_force, -2.79, -0.84, -11.5, actual_rep, 1, curr_step, 10, track_size, 143, robot_vel, 40.32, joints_pos, -4.9, 41.66, -17.19, -75.86, 13.01, 61.18, 20.09, tool_torque, -1.897, 0.106, -0.196, joint_torque, -1.08, -8.66, -0.63, 5.35, 1.23, -0.81, -0.16, robot_mode, normal, 
15/06/2022 16:11:24:283, robot_pos, 1655305754290, 603.34, -167.1, 345.14, 2.38, 0.06, 3.13, circuit_pos, 606.45, -163.34, 359.53, 2.4, 0.08, -3.09, tool_force, -2.17, -0.34, -11.04, actual_rep, 1, curr_step, 12, track_size, 143, robot_vel, 40.87, joints_pos, -4.58, 41.37, -17.19, -75.46, 11.55, 61.65, 20.83, tool_torque, -1.66, -0.01, -0.168, joint_torque, -0.74, -7.79, -0.56, 5.09, 1.1, -0.9, -0.16, robot_mode, normal, 
15/06/2022 16:11:24:491, robot_pos, 1655305754441, 604.36, -165.91, 351.04, 2.39, 0.07, -3.13, circuit_pos, 607.17, -161.73, 364.27, 2.4, 0.09, -3.07, tool_force, -2.62, -1.12, -11.48, actual_rep, 1, curr_step, 13, track_size, 143, robot_vel, 44.68, joints_pos, -4.22, 41.12, -17.21, -74.95, 9.94, 62.36, 21.76, tool_torque, -1.712, -0.0020, -0.185, joint_torque, -0.77, -8.35, -0.6, 5.26, 1.09, -0.89, -0.18, robot_mode, normal, 
15/06/2022 16:11:24:593, robot_pos, 1655305754591, 605.36, -164.56, 356.96, 2.39, 0.08, -3.11, circuit_pos, 607.17, -161.73, 364.27, 2.4, 0.09, -3.07, tool_force, -3.01, -1.15, -11.3, actual_rep, 1, curr_step, 13, track_size, 143, robot_vel, 42.97, joints_pos, -3.85, 40.87, -17.21, -74.46, 8.34, 63.05, 22.67, tool_torque, -1.642, -0.01, -0.161, joint_torque, -0.59, -8.13, -0.55, 5.26, 1.06, -0.91, -0.16, robot_mode, normal, 
15/06/2022 16:11:24:793, robot_pos, 1655305754745, 606.37, -163.11, 362.69, 2.4, 0.09, -3.09, circuit_pos, 608.07, -159.76, 369.0, 2.4, 0.09, -3.05, tool_force, -3.26, -1.27, -10.63, actual_rep, 1, curr_step, 14, track_size, 143, robot_vel, 37.12, joints_pos, -3.47, 40.66, -17.23, -73.92, 6.79, 63.88, 23.58, tool_torque, -1.644, 0.0, -0.142, joint_torque, -0.66, -8.07, -0.58, 5.4, 1.02, -0.97, -0.14, robot_mode, normal, 
